time,open,high,low,close,volume,spread
2025-05-19 05:15:00,0.89546,0.8964,0.89546,0.8964,516,29
2025-05-19 05:30:00,0.8964,0.89651,0.89559,0.8958,575,29
2025-05-19 05:45:00,0.8958,0.89603,0.89562,0.896,514,29
2025-05-19 06:00:00,0.89599,0.89613,0.89585,0.89595,459,29
2025-05-19 06:15:00,0.89595,0.89618,0.89581,0.89585,382,29
2025-05-19 06:30:00,0.89585,0.89603,0.89563,0.89567,404,29
2025-05-19 06:45:00,0.89567,0.89575,0.89551,0.89553,406,29
2025-05-19 07:00:00,0.89554,0.89561,0.89491,0.89502,337,29
2025-05-19 07:15:00,0.89502,0.89525,0.89487,0.89518,342,29
2025-05-19 07:30:00,0.89521,0.89525,0.89485,0.89498,299,29
2025-05-19 07:45:00,0.89498,0.89498,0.89467,0.89484,390,29
2025-05-19 08:00:00,0.89484,0.89512,0.89476,0.89476,510,29
2025-05-19 08:15:00,0.89477,0.89477,0.89424,0.89436,302,29
2025-05-19 08:30:00,0.89436,0.89444,0.89395,0.89405,430,29
2025-05-19 08:45:00,0.89405,0.89423,0.89376,0.89395,560,29
2025-05-19 09:00:00,0.89394,0.89474,0.89375,0.8945,684,29
2025-05-19 09:15:00,0.89452,0.89533,0.89452,0.89497,624,29
2025-05-19 09:30:00,0.89497,0.89519,0.89472,0.89475,521,29
2025-05-19 09:45:00,0.89475,0.89521,0.89457,0.89514,458,29
2025-05-19 10:00:00,0.89514,0.8956,0.89489,0.89523,907,29
2025-05-19 10:15:00,0.89525,0.89642,0.89511,0.89637,744,29
2025-05-19 10:30:00,0.8964,0.8968,0.8962,0.89628,809,29
2025-05-19 10:45:00,0.89628,0.8966,0.89603,0.89646,745,29
2025-05-19 11:00:00,0.89644,0.89652,0.8961,0.89624,510,29
2025-05-19 11:15:00,0.89627,0.89636,0.89564,0.89587,512,29
2025-05-19 11:30:00,0.89587,0.89676,0.89587,0.89649,446,29
2025-05-19 11:45:00,0.89645,0.8976,0.89632,0.89753,647,29
2025-05-19 12:00:00,0.89756,0.89829,0.89719,0.89823,737,29
2025-05-19 12:15:00,0.89823,0.89844,0.89779,0.89786,598,29
2025-05-19 12:30:00,0.8979,0.89837,0.89775,0.89821,662,29
2025-05-19 12:45:00,0.89821,0.89881,0.89806,0.89878,715,29
2025-05-19 13:00:00,0.89879,0.89887,0.89846,0.89876,599,29
2025-05-19 13:15:00,0.89876,0.89904,0.8985,0.89889,553,29
2025-05-19 13:30:00,0.8989,0.89891,0.89854,0.89886,507,29
2025-05-19 13:45:00,0.89886,0.89925,0.89874,0.89889,550,29
2025-05-19 14:00:00,0.89888,0.89912,0.89858,0.89907,477,29
2025-05-19 14:15:00,0.89907,0.89968,0.89901,0.89907,545,29
2025-05-19 14:30:00,0.89903,0.89909,0.8986,0.89885,576,29
2025-05-19 14:45:00,0.89886,0.89904,0.89855,0.89886,668,29
2025-05-19 15:00:00,0.89885,0.89894,0.89854,0.89858,657,29
2025-05-19 15:15:00,0.89859,0.89879,0.89831,0.89853,715,29
2025-05-19 15:30:00,0.8985,0.89858,0.89817,0.89831,590,29
2025-05-19 15:45:00,0.8983,0.89833,0.8976,0.89763,638,29
2025-05-19 16:00:00,0.89762,0.89816,0.89757,0.89797,740,29
2025-05-19 16:15:00,0.89797,0.89843,0.89767,0.89841,703,29
2025-05-19 16:30:00,0.89841,0.8991,0.89806,0.89884,1052,29
2025-05-19 16:45:00,0.89884,0.89888,0.89833,0.89871,1094,29
2025-05-19 17:00:00,0.8987,0.89923,0.89862,0.89909,831,29
2025-05-19 17:15:00,0.89909,0.89939,0.89855,0.89855,762,29
2025-05-19 17:30:00,0.89855,0.8991,0.89846,0.89899,865,29
2025-05-19 17:45:00,0.89899,0.89934,0.89867,0.89931,958,29
2025-05-19 18:00:00,0.89933,0.89969,0.89911,0.89969,635,29
2025-05-19 18:15:00,0.89969,0.89984,0.89921,0.89929,576,29
2025-05-19 18:30:00,0.89927,0.89997,0.89924,0.89994,562,29
2025-05-19 18:45:00,0.89994,0.90061,0.89958,0.90039,926,29
2025-05-19 19:00:00,0.90039,0.90041,0.89976,0.90037,683,29
2025-05-19 19:15:00,0.90038,0.90047,0.90021,0.90041,486,29
2025-05-19 19:30:00,0.90041,0.90064,0.90033,0.90052,465,29
2025-05-19 19:45:00,0.90052,0.90072,0.90042,0.90043,480,29
2025-05-19 20:00:00,0.90043,0.90077,0.90034,0.90053,423,29
2025-05-19 20:15:00,0.90054,0.90079,0.90053,0.90068,460,29
2025-05-19 20:30:00,0.90067,0.90079,0.9004,0.9004,604,29
2025-05-19 20:45:00,0.9004,0.90075,0.9004,0.9006,412,29
2025-05-19 21:00:00,0.90061,0.90063,0.9003,0.90035,354,29
2025-05-19 21:15:00,0.90035,0.90047,0.90021,0.90046,286,29
2025-05-19 21:30:00,0.90046,0.9006,0.90026,0.90038,279,29
2025-05-19 21:45:00,0.90037,0.90047,0.9003,0.90043,301,29
2025-05-19 22:00:00,0.90043,0.90059,0.90038,0.90053,302,29
2025-05-19 22:15:00,0.90054,0.90055,0.90037,0.90042,195,29
2025-05-19 22:30:00,0.90042,0.90047,0.90028,0.90045,205,29
2025-05-19 22:45:00,0.90045,0.90101,0.90044,0.90082,332,29
2025-05-19 23:00:00,0.90083,0.90104,0.90068,0.90092,215,29
2025-05-19 23:15:00,0.90092,0.90093,0.90062,0.90063,151,29
2025-05-19 23:30:00,0.90063,0.90096,0.90062,0.90089,118,29
2025-05-19 23:45:00,0.90089,0.9009,0.90053,0.90055,197,29
2025-05-20 00:00:00,0.90056,0.90056,0.89808,0.89933,55,50
2025-05-20 00:15:00,0.89926,0.90039,0.89888,0.89924,268,55
2025-05-20 00:30:00,0.8993,0.90016,0.89919,0.90014,220,63
2025-05-20 00:45:00,0.90015,0.90035,0.89984,0.89989,223,63
2025-05-20 01:00:00,0.89989,0.90086,0.89972,0.90069,203,30
2025-05-20 01:15:00,0.90071,0.90081,0.90066,0.90077,133,31
2025-05-20 01:30:00,0.90077,0.9009,0.90071,0.90071,110,29
2025-05-20 01:45:00,0.90071,0.90097,0.90055,0.90087,200,29
2025-05-20 02:00:00,0.90089,0.90103,0.90065,0.90086,251,29
2025-05-20 02:15:00,0.90086,0.90098,0.90075,0.9009,180,29
2025-05-20 02:30:00,0.9009,0.90091,0.90075,0.90086,206,29
2025-05-20 02:45:00,0.90085,0.90096,0.90063,0.90073,124,29
2025-05-20 03:00:00,0.90076,0.90085,0.90032,0.90037,372,29
2025-05-20 03:15:00,0.90037,0.90059,0.9002,0.90039,411,29
2025-05-20 03:30:00,0.90038,0.90068,0.90021,0.90042,461,29
2025-05-20 03:45:00,0.90042,0.90048,0.89984,0.89993,365,29
2025-05-20 04:00:00,0.89994,0.90016,0.89985,0.89993,740,29
2025-05-20 04:15:00,0.89993,0.9003,0.89985,0.90007,826,29
2025-05-20 04:30:00,0.90007,0.9002,0.89965,0.89988,688,29
2025-05-20 04:45:00,0.89984,0.89991,0.89938,0.89951,650,29
2025-05-20 05:00:00,0.89952,0.89986,0.89952,0.89962,579,29
2025-05-20 05:15:00,0.89961,0.89975,0.89932,0.89958,598,29
2025-05-20 05:30:00,0.89958,0.89979,0.89936,0.89965,476,29
2025-05-20 05:45:00,0.89965,0.90007,0.89924,0.9,602,29
2025-05-20 06:00:00,0.9,0.90014,0.89978,0.89979,648,29
2025-05-20 06:15:00,0.89978,0.89987,0.89966,0.89985,370,29
2025-05-20 06:30:00,0.89985,0.90005,0.8997,0.89993,350,29
2025-05-20 06:45:00,0.89993,0.90001,0.89961,0.89977,298,29
2025-05-20 07:00:00,0.89977,0.8998,0.89903,0.89907,416,29
2025-05-20 07:15:00,0.89908,0.89953,0.89901,0.89912,500,29
2025-05-20 07:30:00,0.8991,0.89938,0.89664,0.89715,991,29
2025-05-20 07:45:00,0.89715,0.89748,0.89677,0.89701,551,29
2025-05-20 08:00:00,0.89701,0.8979,0.89689,0.89786,670,29
2025-05-20 08:15:00,0.89788,0.8981,0.89761,0.89798,599,29
2025-05-20 08:30:00,0.89798,0.89802,0.89544,0.8958,1066,29
2025-05-20 08:45:00,0.89579,0.89592,0.89444,0.89518,1151,29
2025-05-20 09:00:00,0.89518,0.89634,0.89479,0.896,914,29
2025-05-20 09:15:00,0.896,0.89632,0.89569,0.8957,659,29
2025-05-20 09:30:00,0.8957,0.8959,0.89508,0.8952,640,29
2025-05-20 09:45:00,0.89519,0.89533,0.89451,0.89452,689,29
2025-05-20 10:00:00,0.89453,0.89531,0.89449,0.89527,775,29
2025-05-20 10:15:00,0.89528,0.89546,0.89446,0.89482,894,29
2025-05-20 10:30:00,0.89483,0.89546,0.89447,0.89527,738,29
2025-05-20 10:45:00,0.89527,0.89531,0.89485,0.89506,551,29
2025-05-20 11:00:00,0.89505,0.89506,0.89424,0.8945,565,29
2025-05-20 11:15:00,0.8945,0.89483,0.89438,0.89446,537,29
2025-05-20 11:30:00,0.89448,0.89492,0.89446,0.89456,458,29
2025-05-20 11:45:00,0.89456,0.89481,0.89425,0.89469,544,29
2025-05-20 12:00:00,0.89467,0.89483,0.89416,0.89429,520,29
2025-05-20 12:15:00,0.89428,0.89458,0.89424,0.89432,468,29
2025-05-20 12:30:00,0.89431,0.89451,0.89425,0.89446,312,29
2025-05-20 12:45:00,0.89446,0.89446,0.89396,0.89423,364,29
2025-05-20 13:00:00,0.8942,0.89427,0.89403,0.8941,361,29
2025-05-20 13:15:00,0.8941,0.89427,0.8938,0.89395,269,29
2025-05-20 13:30:00,0.89395,0.89423,0.89383,0.89417,320,29
2025-05-20 13:45:00,0.89417,0.89469,0.89416,0.89437,357,29
2025-05-20 14:00:00,0.89436,0.89441,0.89418,0.89436,253,9
2025-05-20 14:15:00,0.89436,0.89452,0.89424,0.89433,290,29
2025-05-20 14:30:00,0.89432,0.89439,0.89388,0.89389,358,29
2025-05-20 14:45:00,0.89389,0.89421,0.8937,0.89407,367,29
2025-05-20 15:00:00,0.89407,0.89429,0.89362,0.89366,557,29
2025-05-20 15:15:00,0.89366,0.89368,0.89286,0.89319,599,29
2025-05-20 15:30:00,0.89319,0.89319,0.89105,0.89129,1000,29
2025-05-20 15:45:00,0.8913,0.89153,0.89048,0.89074,840,29
2025-05-20 16:00:00,0.89074,0.89189,0.8907,0.89161,882,29
2025-05-20 16:15:00,0.89158,0.89182,0.89132,0.89152,649,29
2025-05-20 16:30:00,0.89152,0.89166,0.89098,0.89108,934,29
2025-05-20 16:45:00,0.89108,0.89181,0.89092,0.89096,930,29
2025-05-20 17:00:00,0.89096,0.89169,0.89059,0.89162,1049,29
2025-05-20 17:15:00,0.89161,0.89182,0.89134,0.8914,861,29
2025-05-20 17:30:00,0.8914,0.89203,0.89139,0.89201,848,29
2025-05-20 17:45:00,0.89202,0.89278,0.89183,0.89269,720,29
2025-05-20 18:00:00,0.89269,0.89273,0.89209,0.89227,772,29
2025-05-20 18:15:00,0.89227,0.89272,0.89212,0.89272,492,29
2025-05-20 18:30:00,0.89272,0.89274,0.89228,0.89244,602,29
2025-05-20 18:45:00,0.89244,0.89287,0.89238,0.89271,494,29
2025-05-20 19:00:00,0.89271,0.89319,0.89258,0.89313,501,29
2025-05-20 19:15:00,0.89313,0.89377,0.89307,0.8937,489,29
2025-05-20 19:30:00,0.8937,0.89395,0.89361,0.89364,488,29
2025-05-20 19:45:00,0.89366,0.8939,0.89354,0.89375,474,29
2025-05-20 20:00:00,0.89376,0.89402,0.89368,0.89378,370,29
2025-05-20 20:15:00,0.89376,0.89402,0.8936,0.89393,461,29
2025-05-20 20:30:00,0.89395,0.89399,0.89353,0.8938,457,29
2025-05-20 20:45:00,0.89379,0.89379,0.89347,0.89358,405,29
2025-05-20 21:00:00,0.89357,0.89376,0.89351,0.89356,352,29
2025-05-20 21:15:00,0.89356,0.8937,0.89335,0.89342,503,29
2025-05-20 21:30:00,0.8934,0.89356,0.89321,0.89342,465,29
2025-05-20 21:45:00,0.89342,0.89367,0.89334,0.89336,471,29
2025-05-20 22:00:00,0.89336,0.8934,0.89314,0.8934,414,29
2025-05-20 22:15:00,0.8934,0.89343,0.89327,0.89334,299,29
2025-05-20 22:30:00,0.89334,0.89354,0.89329,0.89334,257,29
2025-05-20 22:45:00,0.89335,0.89335,0.893,0.89301,394,29
2025-05-20 23:00:00,0.89304,0.89317,0.89293,0.89304,221,29
2025-05-20 23:15:00,0.89304,0.89343,0.89301,0.89332,249,29
2025-05-20 23:30:00,0.89332,0.89355,0.89317,0.89355,136,4
2025-05-20 23:45:00,0.89355,0.89388,0.89355,0.8936,319,29
2025-05-21 00:00:00,0.89366,0.8939,0.89179,0.89326,107,50
2025-05-21 00:15:00,0.89327,0.89327,0.89288,0.89297,232,79
2025-05-21 00:30:00,0.89299,0.89321,0.89299,0.89314,76,74
2025-05-21 00:45:00,0.89314,0.89339,0.89306,0.89315,244,67
2025-05-21 01:00:00,0.89314,0.89366,0.89283,0.89295,440,29
2025-05-21 01:15:00,0.89296,0.89318,0.89284,0.89291,277,29
2025-05-21 01:30:00,0.89291,0.89302,0.89265,0.89302,190,29
2025-05-21 01:45:00,0.89298,0.89303,0.89283,0.89288,150,29
2025-05-21 02:00:00,0.89291,0.89319,0.8928,0.89317,237,29
2025-05-21 02:15:00,0.89317,0.89346,0.89315,0.89329,216,29
2025-05-21 02:30:00,0.89329,0.89348,0.89314,0.89348,216,29
2025-05-21 02:45:00,0.89348,0.89363,0.89345,0.89355,346,29
2025-05-21 03:00:00,0.89355,0.89363,0.89314,0.89321,542,29
2025-05-21 03:15:00,0.89321,0.89448,0.89318,0.89441,596,29
2025-05-21 03:30:00,0.8944,0.89512,0.8944,0.89503,525,29
2025-05-21 03:45:00,0.89501,0.89507,0.89458,0.89503,706,29
2025-05-21 04:00:00,0.89506,0.89538,0.89491,0.89513,832,29
2025-05-21 04:15:00,0.89512,0.89523,0.89438,0.89442,686,29
2025-05-21 04:30:00,0.89441,0.89479,0.89425,0.8947,610,29
2025-05-21 04:45:00,0.8947,0.89503,0.89459,0.89464,615,29
2025-05-21 05:00:00,0.89464,0.89582,0.89458,0.89543,910,29
2025-05-21 05:15:00,0.89543,0.89554,0.89488,0.89505,543,29
2025-05-21 05:30:00,0.89506,0.89523,0.89421,0.8947,649,29
2025-05-21 05:45:00,0.8947,0.89503,0.89449,0.89488,671,29
2025-05-21 06:00:00,0.89489,0.89571,0.89479,0.89551,630,29
2025-05-21 06:15:00,0.89552,0.8958,0.89538,0.89571,510,29
2025-05-21 06:30:00,0.89571,0.89577,0.89545,0.89564,599,29
2025-05-21 06:45:00,0.89564,0.89585,0.89549,0.89554,485,29
2025-05-21 07:00:00,0.89554,0.89565,0.89491,0.89491,450,29
2025-05-21 07:15:00,0.89492,0.89515,0.89466,0.89515,320,29
2025-05-21 07:30:00,0.89516,0.89584,0.89495,0.89576,397,29
2025-05-21 07:45:00,0.89577,0.896,0.89558,0.89593,601,29
2025-05-21 08:00:00,0.89592,0.89628,0.89583,0.89584,529,29
2025-05-21 08:15:00,0.89585,0.89663,0.89572,0.89647,512,29
2025-05-21 08:30:00,0.89647,0.89647,0.89579,0.89603,711,29
2025-05-21 08:45:00,0.89604,0.89612,0.89558,0.89573,770,29
2025-05-21 09:00:00,0.89573,0.89601,0.8951,0.89552,1059,29
2025-05-21 09:15:00,0.89554,0.89601,0.89515,0.89575,735,29
2025-05-21 09:30:00,0.89581,0.89618,0.89557,0.89609,648,29
2025-05-21 09:45:00,0.89609,0.89626,0.89565,0.89566,590,29
2025-05-21 10:00:00,0.89566,0.89573,0.89477,0.89478,877,29
2025-05-21 10:15:00,0.89478,0.89532,0.89447,0.89518,618,29
2025-05-21 10:30:00,0.89518,0.89534,0.89493,0.89522,582,29
2025-05-21 10:45:00,0.89522,0.89536,0.89477,0.89524,632,29
2025-05-21 11:00:00,0.89524,0.89528,0.89484,0.8949,514,29
2025-05-21 11:15:00,0.8949,0.8949,0.89427,0.8944,424,29
2025-05-21 11:30:00,0.8944,0.89478,0.89428,0.89455,481,29
2025-05-21 11:45:00,0.89455,0.89469,0.8942,0.89457,500,29
2025-05-21 12:00:00,0.89459,0.89497,0.89456,0.89483,396,29
2025-05-21 12:15:00,0.89483,0.89492,0.89447,0.89464,338,29
2025-05-21 12:30:00,0.89463,0.8947,0.89407,0.89426,386,29
2025-05-21 12:45:00,0.89426,0.89428,0.8938,0.89398,428,29
2025-05-21 13:00:00,0.894,0.89409,0.89357,0.89361,462,29
2025-05-21 13:15:00,0.89361,0.89484,0.89356,0.89481,753,29
2025-05-21 13:30:00,0.89481,0.89494,0.89455,0.8947,687,29
2025-05-21 13:45:00,0.89466,0.89472,0.89432,0.89437,650,29
2025-05-21 14:00:00,0.89433,0.89489,0.89415,0.89463,502,29
2025-05-21 14:15:00,0.89462,0.89476,0.89451,0.89467,476,29
2025-05-21 14:30:00,0.89467,0.89507,0.89434,0.895,552,29
2025-05-21 14:45:00,0.89499,0.89522,0.8948,0.89496,598,29
2025-05-21 15:00:00,0.89497,0.89508,0.89455,0.89482,909,29
2025-05-21 15:15:00,0.89485,0.89558,0.89482,0.89523,746,29
2025-05-21 15:30:00,0.89523,0.89537,0.89422,0.89426,733,29
2025-05-21 15:45:00,0.89425,0.8943,0.89368,0.89382,789,29
2025-05-21 16:00:00,0.89384,0.89408,0.8933,0.89334,717,29
2025-05-21 16:15:00,0.89334,0.89347,0.89271,0.89286,604,29
2025-05-21 16:30:00,0.89287,0.8935,0.8928,0.89329,1067,29
2025-05-21 16:45:00,0.89329,0.89394,0.89324,0.8939,993,29
2025-05-21 17:00:00,0.8939,0.89511,0.89387,0.89442,1234,29
2025-05-21 17:15:00,0.89441,0.89446,0.89392,0.89418,901,29
2025-05-21 17:30:00,0.89418,0.89483,0.89414,0.89483,793,29
2025-05-21 17:45:00,0.89483,0.89499,0.89378,0.89406,1071,29
2025-05-21 18:00:00,0.89407,0.89455,0.8939,0.89419,1070,29
2025-05-21 18:15:00,0.89419,0.89428,0.89349,0.89371,833,29
2025-05-21 18:30:00,0.89364,0.89426,0.89338,0.8942,688,29
2025-05-21 18:45:00,0.89421,0.89425,0.89359,0.89366,740,29
2025-05-21 19:00:00,0.89366,0.89375,0.8932,0.89321,699,29
2025-05-21 19:15:00,0.89321,0.89331,0.89306,0.89319,528,29
2025-05-21 19:30:00,0.89318,0.8936,0.89318,0.8935,445,29
2025-05-21 19:45:00,0.89351,0.89357,0.893,0.89302,504,29
2025-05-21 20:00:00,0.89302,0.89347,0.89285,0.89333,813,29
2025-05-21 20:15:00,0.89333,0.89333,0.89229,0.89233,1249,29
2025-05-21 20:30:00,0.8923,0.8923,0.8917,0.89202,1247,29
2025-05-21 20:45:00,0.89201,0.89225,0.89142,0.89169,909,29
2025-05-21 21:00:00,0.89168,0.89199,0.89144,0.89171,798,29
2025-05-21 21:15:00,0.89171,0.89184,0.89154,0.89181,640,29
2025-05-21 21:30:00,0.89181,0.89208,0.89173,0.89199,580,29
2025-05-21 21:45:00,0.89199,0.89199,0.89112,0.89132,688,29
2025-05-21 22:00:00,0.89132,0.89178,0.89127,0.89177,636,29
2025-05-21 22:15:00,0.89176,0.89185,0.8911,0.89128,684,29
2025-05-21 22:30:00,0.89128,0.89159,0.89097,0.89159,667,29
2025-05-21 22:45:00,0.89159,0.89173,0.89133,0.89148,776,29
2025-05-21 23:00:00,0.89148,0.89176,0.89133,0.89133,464,29
2025-05-21 23:15:00,0.89133,0.89159,0.89125,0.89158,216,29
2025-05-21 23:30:00,0.89161,0.89185,0.89148,0.8918,144,29
2025-05-21 23:45:00,0.89177,0.89202,0.89168,0.89168,255,29
2025-05-22 00:00:00,0.89165,0.89188,0.89017,0.89086,110,50
2025-05-22 00:15:00,0.89086,0.89152,0.89068,0.89098,129,136
2025-05-22 00:30:00,0.89099,0.89132,0.89099,0.89128,118,88
2025-05-22 00:45:00,0.89129,0.89139,0.89122,0.89123,48,77
2025-05-22 01:00:00,0.89123,0.89184,0.89122,0.89179,392,31
2025-05-22 01:15:00,0.89177,0.89188,0.89151,0.89172,434,29
2025-05-22 01:30:00,0.89172,0.89185,0.89153,0.89169,350,29
2025-05-22 01:45:00,0.89169,0.89171,0.89152,0.89156,298,29
2025-05-22 02:00:00,0.89156,0.89175,0.89151,0.89151,363,29
2025-05-22 02:15:00,0.89155,0.89169,0.89151,0.89162,250,29
2025-05-22 02:30:00,0.89162,0.89162,0.89125,0.89135,363,29
2025-05-22 02:45:00,0.89135,0.89177,0.89133,0.89137,336,29
2025-05-22 03:00:00,0.89133,0.89209,0.89129,0.89199,717,29
2025-05-22 03:15:00,0.892,0.89253,0.89178,0.89181,649,29
2025-05-22 03:30:00,0.89181,0.89197,0.89114,0.89144,626,29
2025-05-22 03:45:00,0.89145,0.89216,0.89139,0.89215,729,29
2025-05-22 04:00:00,0.89215,0.89265,0.89207,0.89227,760,29
2025-05-22 04:15:00,0.89228,0.89259,0.89197,0.89199,853,29
2025-05-22 04:30:00,0.89198,0.89211,0.8908,0.89096,847,29
2025-05-22 04:45:00,0.89097,0.89105,0.89042,0.89052,774,29
2025-05-22 05:00:00,0.89051,0.89096,0.89033,0.89093,737,29
2025-05-22 05:15:00,0.89094,0.89131,0.89083,0.89126,612,29
2025-05-22 05:30:00,0.89127,0.89206,0.8912,0.89202,533,29
2025-05-22 05:45:00,0.89201,0.89237,0.89179,0.89182,559,29
2025-05-22 06:00:00,0.89182,0.89196,0.89149,0.89186,476,29
2025-05-22 06:15:00,0.89186,0.89215,0.89177,0.89198,527,29
2025-05-22 06:30:00,0.89194,0.89205,0.89176,0.89186,521,29
2025-05-22 06:45:00,0.89186,0.89236,0.89184,0.8922,421,29
2025-05-22 07:00:00,0.8922,0.89245,0.89201,0.89222,403,29
2025-05-22 07:15:00,0.89223,0.89259,0.89206,0.8925,401,29
2025-05-22 07:30:00,0.89252,0.89308,0.89225,0.89307,478,29
2025-05-22 07:45:00,0.89307,0.89325,0.893,0.89308,455,29
2025-05-22 08:00:00,0.89308,0.89308,0.89256,0.89263,463,29
